"","Year","Type.of.Care","Daily.Rate","Sub.to.Index","Non.Weighted.Amount","Sumbitted.Required.Quality.Data","CBSA","Area","Wage.Index","Area.Type","CBSA.Rate"
"87","2007","Continuous Home Care",763.66,524.71,238.95,NA,"23844","Gary, IN",0.9991,"Urban",763.187761
"88","2007","Continuous Home Care",763.66,524.71,238.95,NA,"19380","Dayton, OH",0.9639,"Urban",744.717969
"89","2007","Continuous Home Care",763.66,524.71,238.95,NA,"19460","Decatur, AL",0.9006,"Urban",711.503826
"90","2007","Continuous Home Care",763.66,524.71,238.95,NA,"19500","Decatur, IL",0.8579,"Urban",689.098709
"91","2007","Continuous Home Care",763.66,524.71,238.95,NA,"19660","Deltona-Daytona Beach-Ormond Beach, FL",0.9889,"Urban",757.835719
"92","2007","Continuous Home Care",763.66,524.71,238.95,NA,"19740","Denver-Aurora, CO",1.1403,"Urban",837.276813
"93","2007","Continuous Home Care",763.66,524.71,238.95,NA,"19780","Des Moines-West Des Moines,IA",1.0282,"Urban",778.456822
"94","2007","Continuous Home Care",763.66,524.71,238.95,NA,"19804","1Detroit-Livonia-Dearborn, MI",1.1085,"Urban",820.591035
"95","2007","Continuous Home Care",763.66,524.71,238.95,NA,"20100","Dover, DE",1.0396,"Urban",784.438516
"96","2007","Continuous Home Care",763.66,524.71,238.95,NA,"20260","Duluth, MN-WI",1.0861,"Urban",808.837531
"97","2007","Continuous Home Care",763.66,524.71,238.95,NA,"20500","Durham, NC",1.0894,"Urban",810.569074
"98","2007","Continuous Home Care",763.66,524.71,238.95,NA,"20740","Eau Claire, WI",0.9785,"Urban",752.378735
"99","2007","Continuous Home Care",763.66,524.71,238.95,NA,"20764","Edison, NJ",1.1963,"Urban",866.660573
"100","2007","Continuous Home Care",763.66,524.71,238.95,NA,"20940","El Centro, CA",0.9471,"Urban",735.902841
"101","2007","Continuous Home Care",763.66,524.71,238.95,NA,"21060","Elizabethtown, KY",0.936,"Urban",730.07856
"102","2007","Continuous Home Care",763.66,524.71,238.95,NA,"21140","Elkhart-Goshen, IN",1.0238,"Urban",776.148098
"103","2007","Continuous Home Care",763.66,524.71,238.95,NA,"21300","Elmira, NY",0.8773,"Urban",699.278083
"104","2007","Continuous Home Care",763.66,524.71,238.95,NA,"21340","El Paso, TX",0.9547,"Urban",739.890637
"105","2007","Continuous Home Care",763.66,524.71,238.95,NA,"21500","Erie, PA",0.9291,"Urban",726.458061
"106","2007","Continuous Home Care",763.66,524.71,238.95,NA,"21604","Essex County, MA",1.1207,"Urban",826.992497
"107","2007","Continuous Home Care",763.66,524.71,238.95,NA,"21660","1Eugene-Springfield, OR",1.1504,"Urban",842.576384
"108","2007","Continuous Home Care",763.66,524.71,238.95,NA,"21780","Evansville, IN-KY",0.9266,"Urban",725.146286
"109","2007","Continuous Home Care",763.66,524.71,238.95,NA,"21820","Fairbanks, AK",1.2132,"Urban",875.528172
"110","2007","Continuous Home Care",763.66,524.71,238.95,NA,"22020","1Fargo, ND-MN",0.9049,"Urban",713.760079
"111","2007","Continuous Home Care",763.66,524.71,238.95,NA,"22180","Fayetteville, NC",1.0013,"Urban",764.342123
"112","2007","Continuous Home Care",763.66,524.71,238.95,NA,"22220","Fayetteville-Springdale-Rogers, AR-MO",0.9211,"Urban",722.260381
"113","2007","Continuous Home Care",763.66,524.71,238.95,NA,"22380","Flagstaff, AZ",1.2859,"Urban",913.674589
"114","2007","Continuous Home Care",763.66,524.71,238.95,NA,"22420","Flint, MI",1.1331,"Urban",833.498901
"115","2007","Continuous Home Care",763.66,524.71,238.95,NA,"22500","Florence, SC",0.9515,"Urban",738.211565
"116","2007","Continuous Home Care",763.66,524.71,238.95,NA,"22520","Florence-Muscle Shoals, AL",0.8797,"Urban",700.537387
"117","2007","Continuous Home Care",763.66,524.71,238.95,NA,"22540","Fond du Lac, WI",1.0252,"Urban",776.882692
"118","2007","Continuous Home Care",763.66,524.71,238.95,NA,"22660","Fort Collins-Loveland, CO",1.0764,"Urban",803.747844
"119","2007","Continuous Home Care",763.66,524.71,238.95,NA,"22744","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",1.1094,"Urban",821.063274
"120","2007","Continuous Home Care",763.66,524.71,238.95,NA,"22900","Fort Smith, AR-OK",0.8752,"Urban",698.176192
"121","2007","Continuous Home Care",763.66,524.71,238.95,NA,"23020","Fort Walton Beach-Crestview-Destin, FL",0.9435,"Urban",734.013885
"122","2007","Continuous Home Care",763.66,524.71,238.95,NA,"23060","Fort Wayne, IN",1.0414,"Urban",785.382994
"123","2007","Continuous Home Care",763.66,524.71,238.95,NA,"23104","Fort Worth-Arlington, TX",1.0088,"Urban",768.277448
"124","2007","Continuous Home Care",763.66,524.71,238.95,NA,"23420","Fresno, CA",1.1207,"Urban",826.992497
"125","2007","Continuous Home Care",763.66,524.71,238.95,NA,"23460","Gadsden, AL",0.8442,"Urban",681.910182
"126","2007","Continuous Home Care",763.66,524.71,238.95,NA,"23540","Gainesville, FL",0.9437,"Urban",734.118827
"127","2007","Continuous Home Care",763.66,524.71,238.95,NA,"36540","Omaha-Council Bluffs, NE-IA",1.0167,"Urban",772.422657
"128","2007","Continuous Home Care",763.66,524.71,238.95,NA,"36740","Orlando-Kissimmee, FL",1.0064,"Urban",767.018144
"129","2007","Continuous Home Care",763.66,524.71,238.95,NA,"36780","Oshkosh-Neenah, WI",0.9766,"Urban",751.381786
"130","2007","Continuous Home Care",763.66,524.71,238.95,NA,"36980","Owensboro, KY",0.9337,"Urban",728.871727
"131","2007","Continuous Home Care",763.66,524.71,238.95,NA,"37100","Oxnard-Thousand Oaks-Ventura, CA",1.2359,"Urban",887.439089
"132","2007","Continuous Home Care",763.66,524.71,238.95,NA,"37340","Palm Bay-Melbourne-Titusville, FL",1.0463,"Urban",787.954073
"133","2007","Continuous Home Care",763.66,524.71,238.95,NA,"37460","Panama City-Lynn Haven, FL",0.8513,"Urban",685.635623
"134","2007","Continuous Home Care",763.66,524.71,238.95,NA,"37620","Parkersburg-Marietta-Vienna, WV-OH",0.8795,"Urban",700.432445
"135","2007","Continuous Home Care",763.66,524.71,238.95,NA,"37700","Pascagoula, MS",0.8673,"Urban",694.030983
"136","2007","Continuous Home Care",763.66,524.71,238.95,NA,"37860","Pensacola-Ferry Pass-Brent, FL",0.861,"Urban",690.72531
"137","2007","Continuous Home Care",763.66,524.71,238.95,NA,"37900","Peoria, IL",0.9433,"Urban",733.908943
"138","2007","Continuous Home Care",763.66,524.71,238.95,NA,"37964","Philadelphia, PA (PA Hospitals)",1.1738,"Urban",854.854598
"139","2007","Continuous Home Care",763.66,524.71,238.95,NA,"38060","Phoenix-Mesa-Scottsdale, AZ",1.077,"Urban",804.06267
"140","2007","Continuous Home Care",763.66,524.71,238.95,NA,"25180","Hagerstown-Martinsburg, MD-WV",1.0091,"Urban",768.434861
"141","2007","Continuous Home Care",763.66,524.71,238.95,NA,"25260","Hanford-Corcoran, CA",1.0673,"Urban",798.972983
"142","2007","Continuous Home Care",763.66,524.71,238.95,NA,"25420","Harrisburg-Carlisle, PA",0.9904,"Urban",758.622784
"143","2007","Continuous Home Care",763.66,524.71,238.95,NA,"25500","Harrisonburg, VA",0.9665,"Urban",746.082215
"144","2007","Continuous Home Care",763.66,524.71,238.95,NA,"25540","Hartford-West Hartford-East Hartford, CT (CT Hospitals)",1.1776,"Urban",856.848496
"145","2007","Continuous Home Care",763.66,524.71,238.95,NA,"25620","Hattiesburg, MS",0.8083,"Urban",663.073093
"146","2007","Continuous Home Care",763.66,524.71,238.95,NA,"25860","Hickory-Lenoir-Morganton, NC",0.9487,"Urban",736.742377
"147","2007","Continuous Home Care",763.66,524.71,238.95,NA,"25980","Hinesville-Fort Stewart, GA",0.9782,"Urban",752.221322
"148","2007","Continuous Home Care",763.66,524.71,238.95,NA,"26100","Holland-Grand Haven, MI",0.963,"Urban",744.24573
"149","2007","Continuous Home Care",763.66,524.71,238.95,NA,"26180","Honolulu, HI",1.1926,"Urban",864.719146
"150","2007","Continuous Home Care",763.66,524.71,238.95,NA,"26300","Hot Springs, AR",0.9576,"Urban",741.412296
"151","2007","Continuous Home Care",763.66,524.71,238.95,NA,"26380","Houma-Bayou Cane-Thibodaux, LA",0.8395,"Urban",679.444045
"152","2007","Continuous Home Care",763.66,524.71,238.95,NA,"26420","Houston-Sugar Land-Baytown, TX",1.063,"Urban",796.71673
"153","2007","Continuous Home Care",763.66,524.71,238.95,NA,"26580","Huntington-Ashland, WV-KY-OH (WV, KY Hospitals)",1.0078,"Urban",767.752738
"154","2007","Continuous Home Care",763.66,524.71,238.95,NA,"26620","Huntsville, AL",0.9726,"Urban",749.282946
"155","2007","Continuous Home Care",763.66,524.71,238.95,NA,"26820","1Idaho Falls, ID",1.0018,"Urban",764.604478
"156","2007","Continuous Home Care",763.66,524.71,238.95,NA,"26900","Indianapolis-Carmel, IN",1.0549,"Urban",792.466579
"157","2007","Continuous Home Care",763.66,524.71,238.95,NA,"26980","Iowa City, IA",1.0365,"Urban",782.811915
"158","2007","Continuous Home Care",763.66,524.71,238.95,NA,"27060","Ithaca, NY",1.0414,"Urban",785.382994
"159","2007","Continuous Home Care",763.66,524.71,238.95,NA,"27100","Jackson, MI",0.9894,"Urban",758.098074
"160","2007","Continuous Home Care",763.66,524.71,238.95,NA,"27140","Jackson, MS",0.8838,"Urban",702.688698
"161","2007","Continuous Home Care",763.66,524.71,238.95,NA,"27180","Jackson, TN",0.9533,"Urban",739.156043
"162","2007","Continuous Home Care",763.66,524.71,238.95,NA,"27260","Jacksonville, FL",0.9879,"Urban",757.311009
"163","2007","Continuous Home Care",763.66,524.71,238.95,NA,"27340","Jacksonville, NC",0.8759,"Urban",698.543489
"164","2007","Continuous Home Care",763.66,524.71,238.95,NA,"27500","Janesville, WI",1.0143,"Urban",771.163353
"165","2007","Continuous Home Care",763.66,524.71,238.95,NA,"27620","Jefferson City, MO",0.8919,"Urban",706.938849
"166","2007","Continuous Home Care",763.66,524.71,238.95,NA,"27740","Johnson City, TN",0.8441,"Urban",681.857711
"167","2007","Continuous Home Care",763.66,524.71,238.95,NA,"15180","Brownsville-Harlingen, TX",1.0426,"Urban",786.012646
"168","2007","Continuous Home Care",763.66,524.71,238.95,NA,"15260","Brunswick, GA",0.9902,"Urban",758.517842
"169","2007","Continuous Home Care",763.66,524.71,238.95,NA,"15380","Buffalo-Niagara Falls, NY",1.0114,"Urban",769.641694
"170","2007","Continuous Home Care",763.66,524.71,238.95,NA,"15500","Burlington, NC",0.947,"Urban",735.85037
"171","2007","Continuous Home Care",763.66,524.71,238.95,NA,"15540","Burlington-South Burlington, VT",1.0007,"Urban",764.027297
"172","2007","Continuous Home Care",763.66,524.71,238.95,NA,"15764","Cambridge-Newton-Framingham, MA",1.1881,"Urban",862.357951
"173","2007","Continuous Home Care",763.66,524.71,238.95,NA,"15804","Camden, NJ",1.1184,"Urban",825.785664
"174","2007","Continuous Home Care",763.66,524.71,238.95,NA,"15940","Canton-Massillon, OH",0.9502,"Urban",737.529442
"175","2007","Continuous Home Care",763.66,524.71,238.95,NA,"15980","Cape Coral-Fort Myers, FL",0.995,"Urban",761.03645
"176","2007","Continuous Home Care",763.66,524.71,238.95,NA,"16180","Carson City, NV",1.0883,"Urban",809.991893
"177","2007","Continuous Home Care",763.66,524.71,238.95,NA,"16220","Casper, WY",0.9599,"Urban",742.619129
"178","2007","Continuous Home Care",763.66,524.71,238.95,NA,"16300","Cedar Rapids, IA",0.9385,"Urban",731.390335
"179","2007","Continuous Home Care",763.66,524.71,238.95,NA,"16580","Champaign-Urbana, IL",1.0203,"Urban",774.311613
"180","2007","Continuous Home Care",763.66,524.71,238.95,NA,"16620","Charleston, WV",0.8981,"Urban",710.192051
"181","2007","Continuous Home Care",763.66,524.71,238.95,NA,"16700","Charleston-North Charleston, SC",0.9832,"Urban",754.844872
"182","2007","Continuous Home Care",763.66,524.71,238.95,NA,"16740","Charlotte-Gastonia-Concord, NC-SC",1.0369,"Urban",783.021799
"183","2007","Continuous Home Care",763.66,524.71,238.95,NA,"16820","Charlottesville, VA",1.0833,"Urban",807.368343
"184","2007","Continuous Home Care",763.66,524.71,238.95,NA,"16860","Chattanooga, TN-GA",0.9665,"Urban",746.082215
"185","2007","Continuous Home Care",763.66,524.71,238.95,NA,"16940","Cheyenne, WY",0.9332,"Urban",728.609372
"186","2007","Continuous Home Care",763.66,524.71,238.95,NA,"16974","Chicago-Naperville-Joliet, IL",1.1475,"Urban",841.054725
"187","2007","Continuous Home Care",763.66,524.71,238.95,NA,"17020","Chico, CA",1.1178,"Urban",825.470838
"188","2007","Continuous Home Care",763.66,524.71,238.95,NA,"17140","Cincinnati-Middletown, OH-KY-IN",1.0225,"Urban",775.465975
"189","2007","Continuous Home Care",763.66,524.71,238.95,NA,"17300","Clarksville, TN-KY",0.881,"Urban",701.21951
"190","2007","Continuous Home Care",763.66,524.71,238.95,NA,"17420","Cleveland, TN",0.8655,"Urban",693.086505
"191","2007","Continuous Home Care",763.66,524.71,238.95,NA,"17460","Cleveland-Elyria-Mentor, OH",0.9798,"Urban",753.060858
"192","2007","Continuous Home Care",763.66,524.71,238.95,NA,"17660","Coeur d'Alene, ID",1.0259,"Urban",777.249989
"193","2007","Continuous Home Care",763.66,524.71,238.95,NA,"17780","College Station-Bryan, TX",0.9465,"Urban",735.588015
"194","2007","Continuous Home Care",763.66,524.71,238.95,NA,"17820","Colorado Springs, CO",1.0069,"Urban",767.280499
"195","2007","Continuous Home Care",763.66,524.71,238.95,NA,"17860","Columbia, MO",0.8874,"Urban",704.577654
"196","2007","Continuous Home Care",763.66,524.71,238.95,NA,"17900","Columbia, SC",0.9632,"Urban",744.350672
"197","2007","Continuous Home Care",763.66,524.71,238.95,NA,"17980","Columbus, GA-AL",0.9103,"Urban",716.593513
"198","2007","Continuous Home Care",763.66,524.71,238.95,NA,"18020","Columbus, IN",1.0196,"Urban",773.944316
"199","2007","Continuous Home Care",763.66,524.71,238.95,NA,"18140","Columbus, OH",1.0486,"Urban",789.160906
"200","2007","Continuous Home Care",763.66,524.71,238.95,NA,"18580","Corpus Christi, TX",0.9092,"Urban",716.016332
"201","2007","Continuous Home Care",763.66,524.71,238.95,NA,"18700","Corvallis, OR",1.141,"Urban",837.64411
"202","2007","Continuous Home Care",763.66,524.71,238.95,NA,"19060","Cumberland, MD-WV",0.9908,"Urban",758.832668
"203","2007","Continuous Home Care",763.66,524.71,238.95,NA,"19124","Dallas-Plano-Irving, TX",1.0877,"Urban",809.677067
"204","2007","Continuous Home Care",763.66,524.71,238.95,NA,"19140","Dalton, GA",0.9655,"Urban",745.557505
"205","2007","Continuous Home Care",763.66,524.71,238.95,NA,"19140","Danville, IL",0.9601,"Urban",742.724071
"206","2007","Continuous Home Care",763.66,524.71,238.95,NA,"19180","Danville, VA",0.9028,"Urban",712.658188
"207","2007","Continuous Home Care",763.66,524.71,238.95,NA,"19340","Davenport-Moline-Rock Island, IA-IL",0.9278,"Urban",725.775938
"208","2007","Continuous Home Care",763.66,524.71,238.95,NA,"31700","Manchester-Nashua, NH",1.1011,"Urban",816.708181
"209","2007","Continuous Home Care",763.66,524.71,238.95,NA,"31900","Mansfield, OH",1.0519,"Urban",790.892449
"210","2007","Continuous Home Care",763.66,524.71,238.95,NA,"32580","McAllen-Edinburg-Mission, TX",0.9501,"Urban",737.476971
"211","2007","Continuous Home Care",763.66,524.71,238.95,NA,"32780","Medford, OR",1.0874,"Urban",809.519654
"212","2007","Continuous Home Care",763.66,524.71,238.95,NA,"32820","Memphis, TN-MS-AR",0.9993,"Urban",763.292703
"213","2007","Continuous Home Care",763.66,524.71,238.95,NA,"32900","Merced, CA",1.1814,"Urban",858.842394
"214","2007","Continuous Home Care",763.66,524.71,238.95,NA,"33124","Miami-Miami Beach-Kendall, FL",1.0369,"Urban",783.021799
"215","2007","Continuous Home Care",763.66,524.71,238.95,NA,"33140","Michigan City-La Porte, IN",0.9995,"Urban",763.397645
"216","2007","Continuous Home Care",763.66,524.71,238.95,NA,"33260","Midland, TX",1.0118,"Urban",769.851578
"217","2007","Continuous Home Care",763.66,524.71,238.95,NA,"33340","Milwaukee-Waukesha-West Allis, WI",1.079,"Urban",805.11209
"218","2007","Continuous Home Care",763.66,524.71,238.95,NA,"33460","Minneapolis-St. Paul-Bloomington, MN-WI",0.1778,"Urban",332.243438
"219","2007","Continuous Home Care",763.66,524.71,238.95,NA,"33540","Missoula, MT",1.0074,"Urban",767.542854
"220","2007","Continuous Home Care",763.66,524.71,238.95,NA,"33660","Mobile, AL",0.8392,"Urban",679.286632
"221","2007","Continuous Home Care",763.66,524.71,238.95,NA,"33700","Modesto, CA",1.2639,"Urban",902.130969
"222","2007","Continuous Home Care",763.66,524.71,238.95,NA,"33740","Monroe, LA",0.8541,"Urban",687.104811
"223","2007","Continuous Home Care",763.66,524.71,238.95,NA,"33780","Monroe, MI",1.0069,"Urban",767.280499
"224","2007","Continuous Home Care",763.66,524.71,238.95,NA,"33860","Montgomery, AL",0.9165,"Urban",719.846715
"225","2007","Continuous Home Care",763.66,524.71,238.95,NA,"34060","Morgantown, WV",0.8954,"Urban",708.775334
